Title,Price,Area,Location,Description,URL
"Giá chốt bất ngờ tòa vphòng 7tầng th máy Đình Thôn Nam Từ Liêm, DT 80tr/th giảm sốc còn 33 tỷ",33 tỷ,"76,4 m²",Hà Nội,"Địa chỉ: Khu Đình Thôn, Nam Từ Liêm. Diện tích sổ: 76.4m² thực tế tầng 2 lên tầng 7 86m² x 6 tầng. Diện tích sử dụng: Từ tầng 2 - 7 ~86m². Mặt tiền: 6m. Đường trước nhà: 9m, ô tô tránh ngày đêm. Kết cấu: 6 tầng + 1 lửng, có thang máy.Thiết kế chi tiết:Tầng 1: Thông sàn, đang làm showroom + tiếp khách, 1 WC. Tầng lửng: Không gian trưng bày. Tầng 2: 1 phòng làm việc + 1 phòng ngủ khép kín. Tầng 3,4: Mỗi tầng 2 phòng khép kín. Tầng 5: 1 bếp + 1 phòn...",
Bán nhà HXH Vạn Kiếp - 72m2 - 4 tầng - Cách MT 30m hẻm 1 trục - sát Phan Xích Long - Phan Đăng Lưu,"9,5 tỷ",72 m²,Hồ Chí Minh,"HXT - cách MT 30m - 1 trục - sát Phan Xích Long - Phan Đăng Lưu. + Diện tích 72m². + Kết cấu: 1 trệt, 2 lầu + ST. + Vào ở ngay với 5PN 3WC. Có PN bên dưới trệt. + HXT - Cách MT 30m - 1 trực thẳng. Chỉ vài bước ra Phan Xích Long Phan Đăng Lưu. 3 phút qua Quận 1, Phú Nhuận. Nằm ngay khu ăn uống kinh doanh sầm uất bậc nhất Sài Gòn. Hẻm thông, khu dân trí cao, an ninh. Giá trị tăng đều theo khu Phan Xích Long. Liên hệ: Sang 0865 556 *** để xem nhà ngay...",
"Quá rẻ! Hào Nam, đất vàng, ngõ nông ba gác đỗ cửa, gần phố 30m ra ô tô, 38mx6T","9,3 tỷ",38 m²,Hà Nội,"SIÊU PHẨM VIP ĐỐNG ĐA - 6 TẦNG THANG MÁY - Full NỘI THÂT CAO CẤP - 2 THOÁNG TRƯỚC SAU Khu vực trung tâm Hào Nam, Cát Linh, Giảng Võ, Xã Đàn, Ô Chợ Dừa...Thiết kế: Tầng 1 kinh doanh, để xe, làm văn phòng, online. Tầng 2: phòng khách. Tầng 3,4,5 mỗi tầng 1 phòng ngủ, wc khép kín. Tầng 6 bếp: phòng thờ, sân phơi.+ Sổ đỏ chính chủ sẵn sàng giao dịch + LH: Mr Khanh xem nhà miễn phí",
"NHÀ ĐẸP - LÔ GÓC - QUANG TRUNG - HÀ ĐÔNG - 34M - 5 TẦNG - MT - 5,4M - GIÁ 9 TỶ",9 tỷ,"33,5 m²",Hà Nội,"Nhà lô góc, mặt tiền rộng cực thoáng, ngõ nông, sát ô tô tránh đỗ. Gần trường chuyên Nguyễn Huệ, Ga tầu điện trên cao, hàng xóm Pacity!  Thiết kế:  - Tầng 1: khách, bếp, wc - Tầng 2,3,4: mỗi tầng 1 ngủ, 1 wc - Tầng 5: phòng thờ, sân phơi Sổ đỏ chính chủ sẵn sàng sang tên.   Liên hệ: Mr Bình 0365 888 *** để xem nhà và chốt được giá tốt nhất!",
Bán nhà DT 50m2 đường Huỳnh Văn Bánh. LH 0765 615 ***,"7,5 tỷ",50 m²,Hồ Chí Minh,"Nhà đẹp 1 trệt, 01 lầu rộng 3m50 dài 15m nở hậu 3m65, 2PN, 2WC đủ tiện nghi.Sổ hồng DT đất công nhận 50m² (thực tế 57m²).Hướng chính Nam.Sân trước nhà rộng 4m, hẻm cụt 5 căn an ninh, thoáng mát, nhà giáp 2 mặt hẻm (xe máy) nhà cách mặt đường Huỳnh Văn Bánh 20m...Gần trường, chợ.. Đi Q1 5km - Ra sân bay 4km..Nhà chính chủ trên 25 năm đang có TN 12tr/th. Giá 7,5 tỷ.",
"Nhà phố chính chủ, cách mặt tiền Trần Văn Khê 30m Q. Bình Thạnh, kế bên Q. 1","9,96 tỷ","61,4 m²",Hồ Chí Minh,"Nhà phố chính chủ vị trí độc tôn: Chỉ cách mặt tiền Trần Văn Khê 30m Q. Bình Thạnh (Gần Q. 1).Miễn tiếp môi giới dưới mọi hình thức. Chỉ làm việc với khách mua trực tiếp, thiện chí!Vị trí vàng: Nhà nằm tại hẻm đường Phan Văn Hân, Phường 17, Bình Thạnh. Vị trí cực kỳ đắc địa, chỉ 30 mét là ra tới mặt tiền đường lớn Trần Văn Khê.Lợi thế: Khu vực an ninh, yên tĩnh, hưởng trọn tiện ích thương mại sầm uất của khu vực giáp ranh Quận 1.Hẻm: Hẻm 3m, sạch...",
"Siêu khan hiếm! Nhà ở kết hợp cho thuê Bình Thạnh. DT 6,2x28m 4 tầng giá 30,5 tỷ TL","30,5 tỷ",165 m²,Hồ Chí Minh,"Địa chị: Nguyễn Cửu Vân, Phường 17, Quận bình thạnh.- Diện tích: 6,2m x 28m (2 căn).- Công nhận: 165m².- Kết cấu: Trệt 3 lầu sân thương.+ Căn: 81/32 (bên trái) = 3 phòng lớn + 2 phòng nhỏ. Đang khai thác 35tr. + Căn: 81/30 (bên phải) = 4 phòng lớn + 2 phòng nhỏ. Đang khai thác 50tr.+ Sân thượng (penthouse) xây full qua 2 căn = 3 phòng ngủ + khách + bếp + ăn + thờ + vườn cây. Dùng để gia đình ở!- HĐT: 85 triệu/ tháng.- Hướng Đông Nam mát mẻ thích ...",
"Siêu phẩm mặt ngõ thông ô tô tránh kinh doanh tại Long Biên. Gần chợ, Hồ","15,5 tỷ",72 m²,Hà Nội,"- Diện tích: 72m x 7 tầng thang máy, mặt tiền 4,2m.- Tặng full nội thất đẹp xinh.- Vị trí gần trường học, giao thông đi lại vô cùng dễ dàng. Tiềm năng tăng giá tốt.- Giá: 15,5 tỷ co thương lượng.- Liên hệ: Hoàng Hoát 0965 858 *** chuyên nhà đất thổ cư Long Biên.(Ảnh chuẩn, thông tin chính xác).",
"Bán nhà riêng phố Thái Thịnh Đống Đa, nhà mới ở ngay, 30.2m2 5 tầng, 9.1 tỷ","9,1 tỷ","30,2 m²",Hà Nội,"Chính chủ gửi bán nhà riêng tại phố Thái Thịnh - quận Đống Đa, 30,2m² x 5 tầng, giá 9,1 tỷ (còn thương lượng). + Nhà thoáng 2 mặt trước, sau. Tổng 03 phòng ngủ khép kín thoáng sáng. + Vị trí đẹp, kết nối giao thông thuận lợi với các tuyến phố: Thái Hà, Chùa Bộc, Yên Lãng, Tây Sơn. + Sổ đẹp, pháp lý chuẩn, chủ thiện chí. + Không quy hoạch.Liên hệ: Mr. Trần Tú, 0349 157 *** (miễn trung gian). Trân trọng!",
"Cần bán gấp nhà (SHR) 1 sẹc Thạnh Lộc 8 ngay KDL Bến Xưa, 72m2, đường ô tô thông","4,7 tỷ",72 m²,Hồ Chí Minh,"Em Long có căn nhà cấp 4 1 sẹc ngắn đường Thạnh Lộc 8, P. Thạnh Lộc, Quận 12. * Liên hệ Em Long xem nhà: 0965 738 ***. * Diện tích: 6x12, công nhận 72m². * Thiết kế: Có sẵn nhà cấp 4 đang cho thuê, sau này xây mới. * Đường ô tô thông. * Vị trí: Cách mặt tiền TL08 khoảng 50m, ngay chung cư Happy One, KDL Bến Xưa, cách cầu An Lộc 200m, qua Gò Vấp chưa tới 5P. * Tiện ích xung quanh có trường học các cấp, siêu thị, chợ trong bán kính chỉ 200m. * Khu dâ...",
"Nhà đẹp vào ở ngay - Quang Trung P11 GV - 60m2 - 4PN có phòng ngủ trệt - Sát Coopmart - Chỉ 6,7 tỷ","6,7 tỷ",60 m²,Hồ Chí Minh,"Vị trí ""vàng"" - tâm điểm Gò Vấp.Sát vách Coopmart & Bệnh viện Quận Gò Vấp.Hẻm sạch, dân trí cao, cam kết không ngập nước.1 trục thẳng tắp: Chỉ 30m ra hẻm xe tải, cách mặt tiền Quang Trung đúng 200m.Diện tích: 3,5m x 18m (Công nhận đủ 60m²).Kết cấu: 1 trệt, 1 lầu.Bố trí: 4PN - 4 WC.* Có phòng ngủ tầng trệt (cực kỳ thuận tiện cho người lớn tuổi).Thiết kế cửa sau giúp nhà luôn đối lưu không khí, cực kỳ thoáng mát.Chủ nhà tặng lại toàn bộ nội thất.Gi...",
Nhà đẹp 50m2 Thái Hà - Thịnh Quang - Đống Đa,"20,5 tỷ",50 m²,Hà Nội,"Nhà đẹp Thịnh Quang Thái Hà | Ô tô VF3 đỗ cửa | quy hoạch ra mặt phố.Chính chủ cần bán nhà đẹp tại Thịnh Quang Thái Hà, trung tâm quận Đống Đa, khu vực dân trí cao, tiện ích bạt ngàn. Diện tích: 50m². CN 47m². Kết cấu: 5 tầng nhà dân xây chắc chắn. Mặt tiền: Hơn 4m, thoáng sáng xung quanh. Đường trước nhà: Rộng thoáng. Vị trí: Trung tâm quận Đống Đa, giao thông thuận tiện, gần phố lớn, trường học, chợ, bệnh viện.Ưu điểm nổi bật: Nhà thoáng xung q...",
"Bán nhà 4 tầng, diện tích 40 m², mặt tiền hơn 4 m, 4 phòng ngủ","5,4 tỷ",40 m²,Hà Nội,"Bán nhà 4 tầng diện tích 40 m² mặt tiền hơn 4 m, 4 phòng ngủ, 1 phòng thờ, sân phơi. Đông Mỹ, Thanh Trì, Hà Nội. Giá chỉ: 5,4 tỷ.Vị trí đẹp, ngõ rộng, ô tô đỗ cửa, dân cư đông đúc, an ninh tốt.Vị trí và tiện ích xung quanh (trong bán kính 1 km): Trường học các cấp. Khu thể thao & sân bóng. Chợ dân sinh, siêu thị tiện ích. UBND, trạm y tế, các dịch vụ công cộng. Giao thông thuận tiện. Liên hệ: 0913 771 *** - Hùng Nhà Đất.",
"Chỉ 6,1 tỷ DT 4x13m xây 2 lầu gần Sông SG mát mẻ quanh năm","6,1 tỷ",52 m²,Hồ Chí Minh,"Nhà đứa em mới xây, chưa kịp ở nay cần lúa bán gấpNhà Thạnh Lộc 19, An Phú Đông - Diện tích: 4x13m - Kết cấu: 1 trệt 3 lầu, sân thượng trước/sau, 4 PN - Vị trí: hẻm xe hơi tránh nhau TL19, cách chợ Cầu Đồng 200mGiá bán: 6.1 tỷ thương lượng LH 0919 036 *** Tony LÝ Hết lòng phục vụ",
Hiếm có! 34 Hoàng Cầu - Building 7 tầng thang máy - Kinh doanh sầm uất - sát hồ Hoàng Cầu phố đi bộ,33 tỷ,63 m²,Hà Nội,"Bán nhà mặt 34 Hoàng Cầu - 7 tầng thang máy - sát phố đi bộ, hồ Hoàng Cầu - Đối diện Văn phòng, chung cư cao cấp - Đẳng cấp gia chủ.Siêu phẩm 34 Hoàng Cầu - building 7 tầng thang máy - kinh doanh đỉnh - vị trí đẳng cấp - 2 thoáng.- Hoàng Cầu là con phố vip bậc nhất Đống Đa. Giao thông thuận tiện thông thương các tuyến phố trung tâm như Xã Đàn, Ô Chợ Dừa, Thái Hà, Hào Nam, Võ Văn Dũng, Nguyễn Hy Quang, La Thành...- Nhà nằm vị trí đẹp nhất ngõ 34 H...",
"Nhà đẹp 68.5m2 - 4x17m HXH 6m thông 3 tầng kiên cố, kinh doanh đỉnh - full thổ cư","5,6 tỷ","68,5 m²",Hồ Chí Minh,"Nhà đẹp 68.5m² - 4x17m HXH 6m thông 3 tầng kiên cố kinh doanh đỉnh Phường Bình Tân (BHHB cũ) 5.6 tỷ TL - full thổ cư.Diện tích: 68.5m² (sổ vuông vức, dễ bố trí). Kết cấu: 1 trệt 2 lầu tổng sàn ~146m² 4PN 3WC. Nhà riêng lẻ sổ hồng riêng pháp lý rõ ràng.Điểm ăn tiền hiếm có: * Hẻm xe hơi thông trục kinh doanh cực kỳ lý tưởng. * Nhà 3 tầng kiên cố vào ở ngay. * Phù hợp mở spa, salon, nail, shop online, văn phòng. * Khu dân cư đông lưu lượng tốt dễ t...",
"Chính chủ 30 năm bán nhà 2 tầng Lê Tự Tài, Phú Nhuận, HXH 16 chỗ, 46m2, cho thuê được 20tr/tháng","6,9 tỷ",46 m²,Hồ Chí Minh,"Tổng giảm 1.1 tỷ chỉ 6.9 tỷ TL - chính chủ trang bìa 30 năm bán nhà trung tâm phú nhuận.Thông tin nhà bán: - Giá bán: Tổng giảm 1.1 tỷ - Chỉ 6.9 tỷ TL. - Vị trí: Lê Tự Tài - Phường Đức Nhuận (P. 4 cũ) - Phú Nhuận. - Diện tích: 3.6m x 16m vuông vức nở hậu, Công nhận 46m², DT sử dụng 88m². - Kết cấu: 1 trệt, 1 lầu, 2 phòng ngủ, 2 toilet, sân để xe, phòng khách, bếp, ban công phơi đồ, giếng trời thoáng mát, chỉ cần sơn phết nhẹ vào ở ngay. - Hẻm xe ...",
"Nhà lô gốc,nắng sáng căn nhà,khu an ninh,yên tĩnh,hàng xóm thân thiện vui vẽ,khu dân trí cao.",6 tỷ,50 m²,Hồ Chí Minh,"NHÀ 3 TẦNG - GẦN MẶT TIỀN HUỲNH TẤN PHÁT- ĐÚC BÊ TÔNG KIÊN CỐ CHẮC CHẮN- NHÀ CÒN MỚI VÀO Ở NGAY - F. PHÚ THUẬN- QUẬN 7.SỔ HỒNG RIÊNG CẤT KÉT,ĐỢI KHÁCH CHỐT LÀ SANG TÊN LIỀN.GIÁ NHỈNH 6xxxty. LH:THUỲ NGUYỄN 0902 760 ***",
"Bán nhà 4 tầng hêm xe hơi thông,Đồng Nai,Q10.Diện tích 51m,giá 12,7 tỷ","12,7 tỷ",51 m²,Hồ Chí Minh,"*Kết cấu:4 tầng,5 phòng ngủ, phòng khách, bếp, sân thượng, nhà nở hậu  *vị trí đẹp, hẻm xe hơi thông,cách mặt tiền đường vài căn nhà  *Sổ hồng riêng, nhà nở hậu, hoàn công đủ, pháp lý rõ ràng, công chứng nhanh",
MÌNH CẦN BÁN GẤP NHÀ HỒ TÙNG MẬU 10.2 TỶ ( CÁCH Ô TÔ 50m ) NHÀ 5 TẦNG 39m2 LÀM VIỆC CHÍNH CHỦ KHÔN,"10,2 tỷ",39 m²,Hà Nội,"MÌNH CẦN BÁN GẤP NHÀ HỒ TÙNG MẬU 10.2  TỶ ( CÁCH Ô TÔ 50m ) NHÀ 5 TẦNG 39m² LÀM VIỆC CHÍNH CHỦ KHÔNG QUA TRUNG GIAN.NHÀ PHÙ HỢP CHO 3 THẾ HỆ Ở , TẬN 6 PHÒNG NGỦ. NHÀ PHÙ HỢP CHO BA MẸ MUA CHO CON Ở HỌC HÀNH VỪA KẾT HỢP CHO THUÊ. NHÀ CÒN MỚI Ở LUÔN KO CẦN PHẢI LÀM GÌ. Vị Trí :  GIÁP PHỐ XUÂN THUỶ CẮT PHẠM VĂN ĐỒNG  LH : 0858 929 ***  #Caugiayscs #namtuliemscs #Hotungmau #nhamoi",
Bán nhà phố Trung Liệt Đống Đa lô góc Ngõ nông 2 thoáng 32.x 5 tầng. Sẵn sàng nội thất 10 tỷ,"10,9 tỷ",32 m²,Hà Nội,"Bán nhà Đống Đa 10 tỷ phố Trung LiệtGỐC LÕI ĐỐNG ĐA - NGÕ NÔNG BA GÁC - LÔ GÓC HAI THOÁNG - NĂM TẦNG KIÊN CỐ - NỘI THẤT SANG XỊN - 0972 879 ***      Nhà xây năm tầng khung cột bẻ tông kiên cố chắc chắn. Thiết kế hiện đại, đầy đủ công năng sử dụng  + Tầng 1: Phòng khách. Bếp  + Tầng 2, 3, 4: Mỗi tầng một phòng ngủ, vệ sinh khép kín  + Tầng 5: Phòng thờ, sân phơi Liên hệ em Hà tin đăng thật, hình ảnh thật",
"BÁN BIỆT THỰ THẠCH BÀN, LONG BIÊN DT 140M, 7 TẦNG, THANG MÁY, MT 7M, KINH DOANH, NHỈNH 32 TỶ.","32,8 tỷ",140 m²,Hà Nội,"Nhà biệt thực cực đẹp Thạch Bàn, Long Biên, diện tích 140m, mặt tiền lý tưởng 7m, 7 tầng thang máy nhập chủ xây tâm huyết từng chi tiết nhỏ, phòng cháy chữa cháy đầy đủ, nội thất cao cấp. + Sổ vuông chính chủ. -	Liên hệ ngay e: 0777 228 ***",
"Bán nhà 4 tầng. 487m2(13x37,5m). Chỉ 36 tỷ. HXH 5m 1 trục thông. 30m ra Phạm Văn Chiêu, P14, Gò Vấp",36 tỷ,487 m²,Hồ Chí Minh,"Bán nhà 4 tầng. 487m²(13x37,5m). Chỉ 36 tỷ. HXH 5m 1 trục thông. 30m ra Phạm Văn Chiêu, P14, Gò Vấp. Vị trí đắc địa, ngay ngã 4 Quang Trung - Phan Huy Ích, trường An Hội, trường Phạm Văn Chiêu, siêu thị Emart. Hiện trạng nhà trệt 3 lầu. Vừa ở vừa ở vừa cho thuê 50 triệu/tháng. Thửa đất đẹp, vuông vức. Công nhận đủ. LH:  Xuân Hoàng Nhà Đẹp.",
"NHÀ 5T PHỐ GIA THỤY, NGUYỄN VĂN CỪ, 60M2, LÔ GÓC, THANG MÁY, FULL NỘI THẤT, CHỈ 12,9 TỶ","12,9 tỷ",50 m²,Hà Nội,"Chính chủ gửi bán nhà riêng tại phường Gia Thụy, quận Long Biên. Vị trí đẹp, gần trục chính Nguyễn Văn Cừ tuyến đường huyết mạch kết nối Long Biên với Hoàn Kiếm, phố cổ Hà Nội.- Thiết kế: 5 phòng ngủ, lô góc, 2 mặt thoáng vĩnh viễn. - Trang bị: Thang máy + nội thất cao cấp đầy đủ.Công năng phù hợp gia đình đông người, vừa ở vừa làm văn phòng hoặc kinh doanh online.Vị trí vàng trung tâm khu Gia Thụy, Nguyễn Văn Cừ: Gần Nguyễn Văn Cừ, Ngọc Lâm, Bồ ...",
"Bán gấp nhà riêng tại Tây Mỗ, Hà Nội, 11 triệu VND, 45 m2 full nội thất mới xây mới cực đẹp",11 tỷ,45 m²,Hà Nội,"Nhà riêng tại Đường Tây Mỗ, Phường Tây Mỗ, Hà Nội, trước đây Quận Nam Từ Liêm, Hà Nội có thiết kế hiện đại và tiện nghi đầy đủ, phù hợp cho gia đình. Nhà có 4 tầng với 5 phòng ngủ và 4 phòng tắm, không gian rộng rãi và thoáng mát.- Diện tích 45 m² - - Giá 11 triệu VND - - Hướng cửa chính: Đông Nam - - Hướng ban công: Đông Nam - - Mặt tiền 4m - - Ngõ vào rộng 4m, thuận tiện cho xe ô tô đi lại - - Nội thất đầy đủ: điều hòa, tủ lạnh, giường... -Điểm...",
"Dành cho nhà đầu tư-Chính chủ bán căn dòng tiền Á hậu: hiện đại, hợp lý, 45m2x4,5 tầng TT Trạm Trôi",Giá thỏa thuận,42 m²,Hà Nội,"- Thị trấn Trạm Trôi, trung tâm hành chính Hoài Đức, nơi giao thông thuận lợi (Quốc lộ 32, đường Hoàng Quốc Việt kéo dài, đường Vành Đai 4... ), nơi dân cư đông đúc, tập trung các khu đô thị, Chung cư, nhiều trường học các cấp, chợ, siêu thị, nhà hàng, trung tâm thể thao, phố xá sầm uất,... Tiện ích không thiếu thứ gì.- Chính chủ bán nhà dạng chung cư mini dòng tiền mới, đẹp và chất với tầm tài chính nhỏ, vừa đầu tư cho thuê, vừa sinh lãi vốn, vừ...",
"Bán nhà 40m2, ôtô đỗ cửa, 2 mặt thoáng, cách đường chính 20m, 12 tỷ tại Trung Văn, Tố Hữu, Hà Nội",12 tỷ,40 m²,Hà Nội,"Nhà riêng đường Trung Văn - Tố Hữu, Hà Nội có diện tích Tầng 1: 40m² (ngoài ra có 30m² sử dụng chung làm sân), từ tầng 2: 45m²/ tầng, 02 mặt ngõ, thiết kế 5 tầng với 6PN, 4WC, tất cả các phòng đều có thoáng vĩnh viễn, hướng Đông Nam. Liên hệ: 0979 143 ***.Pháp lý đầy đủ, sổ đỏ sẵn sàng. Nội thất đầy đủ bao gồm điều hòa, giường, tủ... Sẵn sàng bàn giao.Ngõ rộng 4.2m, oto vào nhà, cách đường chính 20m phù hợp kinh doanh tầng 1. Giá bán 12 tỷ VND.Địa ...",
NHÀ 3 TẦNG HIỆP BÌNH TP THỦ ĐỨC DÒNG TIỀN 13TR/THÁNG,"4,5 tỷ",46 m²,Hồ Chí Minh,"NHÀ 3 TẦNG  HIỆP BÌNH  TP THỦ ĐỨC  DÒNG TIỀN 13TR/THÁNG   Giá chỉ: 4.5 TỶ (còn thương lượng)  Vị trí:  P. Hiệp Bình, TP Thủ Đức  Khu dân cư hiện hữu, an ninh, hàng xóm thân thiện  Diện tích: 6 x 7,6 m  Công nhận 48m  Kết cấu: 1 trệt 2 lầu kiên cố  Gồm: 4 phòng ngủ  4 WC (phù hợp gia đình đông người hoặc cho thuê)  Dòng tiền sẵn có: 13 triệu/tháng  đầu tư giữ tiền cực tốt  Pháp lý: Sổ riêng, công chứng ngay  Kết nối giao thông thuận tiện: Nhanh ra...",
NGỤY NHƯ KON TUM: PHÂN LÔ Ô TÔ TRÁNH VỈ HÈ NGÕ THÔNG. 2 THOÁNG. KINH DOANH. DIỆN TÍCH 55M MT 4.6M.,"35,5 tỷ",55 m²,Hà Nội,"Chính chủ giao bán căn nhà tại Ngụy Như Kon Tum giao cắt Khuất Duy Tiến, Nguyễn Tuân, Vũ Trọng Phụng, Hoàng Đạo Thúy, Lê Văn Lương... Khu phân lô ô tô tránh, dừng đỗ ngày đêm. 2 vỉ hè, sân chơi của khu.  Khu vực dân trí và tiện ích đỉnh cao. Sát vách khu liền kề Nguyễn Tuân. Kinh doanh hay ở đều tuyệt vời. Diện tích 55m mặt tiền 4.6m nở hậu 4.7m. Nhà thiết kế lệch tầng tổng 5phòng có 4 nhà vệ sinh khép kín. Sổ đỏ vuông đẹp sẵn sàng giao dịch. LH ...",
Nhà xây mới 100% đường xe hơi ngay siêu thị Emart. Gửi hoa hồng 100tr gửi anh chị em.,"8,3 tỷ",56 m²,Hồ Chí Minh,"NHÀ ĐẸP XÂY MỚI HẺM XE HƠI NGAY PHAN HUY ÍCH GÒ VẤP. Diện tích: 4m x 16m. Hướng Tây.  Kết cấu: 1 trệt 1 lửng 3 lầu. Nhà xây mới, hoàn công đầy đủ.  Công năng: Gara xe hơi, phòng khách, phòng bếp,  3 phòng ngủ, phòng thư giãn, phòng thờ, sân thượng trước sau.  Nhà full nội thất. Phan Huy Ích, P An Hội Tây (P12 Gò Vấp), Tp HCM. Hẻm xe hơi, xe hơi ngủ trong nhà.  Gần siêu thị Emart Phan Huy Ích.Giá chỉ : 8.3 tỷ (thương lượng).Liên hệ: A Vịnh 0981252...",
"Bán nhà riêng 2 tỷ 9 VND, 28 m2 tại 6L/19C Ngô Sĩ Liên, P. Phú Định, Q8, TP.HCM, giá ưu đãi","2,9 tỷ",28 m²,Hồ Chí Minh,"Căn nhà riêng tại 6L/19c Đường Ngô Sĩ Liên, Phường Phú Định, Hồ Chí Minh (cũ: Quận 8, Hồ Chí Minh) có diện tích 28m², 1 tầng, hướng cửa chính và ban công đều hướng Nam, là lựa chọn lý tưởng cho những ai tìm kiếm không gian sống thoải mái và tiện nghi.- 2PN, 1WC, 1 phòng khách, 1 nhà bếp, thiết kế hiện đại, đầy đủ nội thất. - Nội thất bao gồm: 2 điều hòa, 1 tủ lạnh, 1 máy nước nóng, 2 nệm, 2 tủ quần áo, bếp gas, 1 tủ lạnh, bàn ăn... - Pháp lý đầy ...",
"63,4M2 - 3 TẦNG - PHẠM THẾ HIỂN - 4,2x15 ( HOÀN CÔNG 130,5M2) - GIÁ 5T950","5,95 tỷ","63,4 m²",Hồ Chí Minh,"63,4M2 - 3 TẦNG - PHẠM THẾ HIỂN - 4,2x15 ( HOÀN CÔNG 130,5M2) - GIÁ 5T950 * 2 MẶT TIỀN HẺM TRƯỚC SAU , KO LỘ GIỚI , HẺM TRƯỚC NHÀ 5M , HẺM SAU NHÀ 3M  Diện tích 4,2 x 15m , có 2m sân sau , nhà có giếng trời , ban công , sân thượng , cửa sau rất thoáng  Kết cấu 3 tầng , 2pn lớn , 2wc , ban công , sân thượng , cửa sau , giếng trời , hẻm trước nhà 5m  Vị trí : Phường Bình Đông (P6 cũ ) , ngay chung cư Green River , cách quận 6 5P , thuận tiện di chu...",
"BÁN NHÀ THÁI THỊNH THỊNH QUANG, 50M2 NHÀ 5 TẦNG- FULL NỘI THẤT- 2 MẶT NGÕ TRƯỚC SAU - TRƯỚC NHÀ 3M","14,8 tỷ",50 m²,Hà Nội,"BÁN NHÀ THÁI THỊNH THỊNH QUANG, 50M2  NHÀ 5 TẦNG- FULL NỘI THẤT- 2 MẶT NGÕ TRƯỚC SAU - TRƯỚC NHÀ RỘNG 3M - TRUNG TÂM ĐỐNG ĐA.Vị trí rất đẹp, trước nhà 3m, ngõ thông tứ tung.Nhà 2 mặt ngõ trước sau, các phòng đều có cửa sổ, tặng full nội thất.Thiết kế: Tầng 1: Khách,Bếp,Vs Tầng 2 :  2 phòng Ngủ khép kín Tầng 3 : phòng ngủ, phòng thờ, wc Tầng 4 : 2 phòng ngủ, wc giữa Tầng 5:  Sân phơiPháp lý sổ đỏ chính chủ, nở hậu, cất két chờ giao dịch. Liên hệ :...",
"Rất gấp giảm sâu! ĐỘI CẤN - VĂN CAO, nhà mới ở luôn, vị trí đỉnh, 30m ôtô tránh, 37m2*5T","7,6 tỷ",37 m²,Hà Nội,"bán nhanh căn ĐỘI CẤN - VĂN CAO, (Ba Đình), nhà mới ở luôn, vị trí đỉnh, 30m ôtô tránh, 37m², 5 tầng, giá chỉ 7.7 tỷ có thương lượng. - Nhà nằm khu vực lõi Ba Đình. Từ nhà ra ô tô tránh chỉ 30m, rất gần phố. 3 phút đi bộ ra Lăng hồ Tây, 5 phút ra ga Cát Linh. Trước nhà sạch 2 thoáng vĩnh viễn, ngõ thông đi lại thuận tiện.- Khu vực dân trí cao, an ninh đảm bảo tuyệt đối. Chợ, bệnh viện, trường học các cấp, TTTM,không thiếu thứ gì.- Thiết kế hiện đ...",
"Giảm giá sốc 900tr! Nhà phố Đội Cấn, thang máy, 15m ra phố, ngõ thông, xây mới 40m*5T full NT xịn","14,57 tỷ",40 m²,Hà Nội,"SIÊU PHẨM PHỐ ĐỘI CẤN - BA ĐÌNH - MỚI ĐẸP Ở NGAY - 15M RA PHỐ ĐỘI CẤN - 200M RA LĂNG BÁC - XÂY MỚI FULL NỘI THẤT HIỆN ĐẠI - 40M - 5 TẦNG - GIÁ 14.57 TỶVị trí cực đỉnh - trung tâm Ba Đình đi bộ ra quảng trường Ba Đình, Lăng Bác, chùa Một Cột, bến xe Kim Mã, Hồ Tây... Thiết kế hiện đại sang trọng, nội thất nhập khẩu...n + Tầng 1: khách, bếp. + Tầng 2, 3, 4 mỗi tầng 1 phòng, wc. + Tầng 5: 1 phòng nhỏ, sân phơi.Sổ đỏ chính chủ giao dịch ngay. Liên hệ...",
"2x Tỷ | 63,5m2 Phố Bồ Đề - Nhà Mới Hoàn Thiện Năm 2022 - 7 Tầng, Có Thang Máy - 2 Ô Tô Vào Nhà",Giá thỏa thuận,"63,5 m²",Hà Nội,"Gia đình tôi cần bán căn nhà đang sinh sống để lên chung cư, hoàn thiện 7 tầng, có thang máy, nhà xây xong và bắt đầu ở từ năm 2022.  - Ngõ 2 ô tô tránh, tầng 1 để được 2 xe ô tô nhỏ.  - Diện tích 63,5m², mặt tiền gần 6m, sâu hơn 11m, 7 tầng - Nhà vuông vắn, không lỗi phong thuỷ. - Đường thông, ngõ thoáng, cách 80m ra mặt đường Nguyễn Văn Cừ (đã đo cụ thể) - 500m ra cầu Chương Dương.  - Nhà hoàn thiện năm 2022, nội thất và thiết bị điện tử gần nh...",
